name	ERR13827976	ERR13827977	ERR13827978	ERR13827979	ERR13827983	ERR13827990	ERR13827993	ERR13827998	ERR13828004	ERR13828005	ERR13828010	ERR13828016	ERR13828019	ERR13828022	ERR13828023	ERR13828025	ERR13828026	ERR13828027	ERR13828028	ERR13828032	ERR13828035	ERR13828036	ERR13828043	ERR13828045	ERR13828047	ERR13828050	ERR13828052	ERR13828056	ERR13828059	ERR13828060	ERR13828061	ERR13827980	ERR13827986	ERR13827987	ERR13827994	ERR13827995	ERR13827981	ERR13827996	ERR13827982	ERR13827984	ERR13827997	ERR13827985	ERR13827988	ERR13828003	ERR13827989	ERR13828006	ERR13827991	ERR13828007	ERR13827992	ERR13828009	ERR13827999	ERR13828011	ERR13828000	ERR13828013	ERR13828001	ERR13828030	ERR13828002	ERR13828034	ERR13828046	ERR13828008	ERR13828048	ERR13828053	ERR13828012	ERR13828058	ERR13828014	ERR13828015	ERR13828017	ERR13828018	ERR13828020	ERR13828021	ERR13828024	ERR13828029	ERR13828031	ERR13828033	ERR13828037	ERR13828038	ERR13828039	ERR13828040	ERR13828041	ERR13828042	ERR13828044	ERR13828049	ERR13828051	ERR13828054	ERR13828055	ERR13828057	ERR13828062	ERR13828063
Bacteroides	2.893015974844695	2.7604049036896816	3.3305189478500585	2.862561878540949	2.651358009264853	1.984995363549575	1.1849157160803152	2.4896557396736343	0.17023208231675913	0.41650236371098703	1.112595054500689	2.3898456545464573	2.138003939145504	-0.5973133882970458	3.1585786580613435	3.1290654734829664	0.5253964519501251	-1.119038302521072	-0.9668464871791462	1.1697534683406383	1.5668503267782858	-19.225008301633736	2.7979040897068925	-1.5176774455588364	0.24649406715038946	-19.225008301633736	1.0751374919657888	1.7513481629948364	-19.225008301633736	2.9454117846893277	3.1176457785999423	2.397605546456517	1.4626303576695232	2.968203468928176	0.6259836888552934	-0.46073785329129446	1.9248316066310736	3.1447985356982775	2.909488381722597	0.9148612187118479	0.3494040302078174	1.8807951387771338	2.1531835030524213	3.1176457785999423	2.19887673071132	2.9775867623997536	1.9090418048984388	3.3462397956370067	4.185628725206484	-1.2986238794961515	0.3926206317076	-19.225008301633736	2.749590910998447	2.696413454317045	1.410518621004667	1.0039612134978944	3.5119598352784207	1.560292926232127	0.006602658534957229	4.124880737719155	-0.5343004204683117	0.8931212320754423	3.201550023218398	1.8159837291128316	0.762202853741452	3.452702586817824	4.004436320376214	1.8684408292761985	0.29094582972122396	3.145954159863865	-19.225008301633736	3.3411852911151287	1.2407813049179595	1.2198655097679856	-1.439205830117341	2.0429047075541753	0.12389174505805745	-0.20549105659266775	-19.225008301633736	1.3635826319860724	-0.11118037712142659	-0.01587019731710093	-19.225008301633736	1.0104971844776793	1.8970336552700422	2.466761138633763	2.020616394892338	2.8870487766311514
Bifidobacterium	-15.946730444420766	-15.946730444420766	-15.946730444420766	-15.946730444420766	4.316085976084721	0.3536867633315084	3.0335660874670225	4.843259024568553	3.44850993952973	-15.946730444420766	3.463491493145347	5.714587616181313	-15.946730444420766	1.9959144985885997	-15.946730444420766	6.526778181550766	-15.946730444420766	-15.946730444420766	-15.946730444420766	5.744279405988716	4.715723253128887	4.543341505357934	0.8645123870974989	4.908440463405584	1.1268766515649902	5.517996433364141	3.2158876442609765	-15.946730444420766	5.604650433496075	5.5151338359895075	5.675883403669488	2.1028866181407677	6.069068373831062	4.935247083680466	3.0335660874670225	3.027835412758037	2.4739502995316	1.3652876750099883	5.999428081704092	6.261996125140035	3.5177543517047143	5.563172916172929	5.964073890388157	1.7399811244513992	5.930897696298247	3.099888730398095	4.726294176088898	4.592612554364717	3.0392641085816594	-15.946730444420766	3.740897903018924	-15.946730444420766	1.780803118971654	2.6970938508458095	4.059095519396656	5.937809442318466	2.550911340667728	5.102957293293357	2.639464738009173	2.0734727329344738	1.1646169795478372	4.590205814334151	-15.946730444420766	-15.946730444420766	-15.946730444420766	6.706751604900717	4.905807728229784	-15.946730444420766	4.300111195476987	1.652969747461769	-15.946730444420766	3.0782662663849294	5.418915456031937	5.355393426683463	5.325234668719717	4.90668607699069	4.1206839967093964	5.257726211161945	6.221570248668137	5.472678082065389	3.8602446606514897	3.234756128565359	4.465925815430159	5.001277665203552	2.4013796066967643	1.6064497318268764	6.8985573817406	5.940623263152666
Blautia	1.319206026545345	1.4176307806138153	1.5939369466500484	1.391526688124971	-0.19447617255066252	1.1895885332419587	0.8349841482973304	2.3238307897278982	0.36163363569788576	0.5454440792924622	0.9455815242928391	1.9242717390558166	1.1208746406939065	0.13944748034000387	2.748555181749923	1.4589679689205033	0.6550463828586519	-0.5552958697527641	-20.117009618257192	2.303155406893314	2.125550581270355	2.0106360473554954	1.9577003023733646	0.7700743039186149	1.2918751328283733	1.7479279968177774	2.445058294250586	1.7901283513081534	1.1761051829046716	2.658198086666472	2.7312684619115153	1.009051098241505	-20.117009618257192	1.7200854731621895	0.6032517096689212	-0.4963640913764289	1.1052116698847234	2.59672992530831	-20.117009618257192	-20.117009618257192	0.546506214283446	-20.117009618257192	2.011372334049698	2.3297368471639803	1.8074250956824223	1.9522492830355844	2.0329724943080265	0.9019064607901779	3.4421131242790857	-2.331207146740795	0.5870733992724464	-20.117009618257192	1.0636810657280957	1.2268327064143296	1.0003232818450147	2.109889072226345	2.452346032462323	2.369273219051621	1.0762598479349554	1.4746164168058247	1.3846632431999888	2.526848559760243	2.17695330280689	2.793318220427727	-1.4494687963733002	0.008419217933599121	1.494558914023206	1.8449202628050863	-1.1716003453698436	0.9667239608666485	-1.2776185394466406	2.0406262030406737	2.0213809614769875	2.1472011346780207	2.0699744767739148	2.5864297587103877	1.6616129986863726	1.8930064494727237	2.2078635520081313	3.3784698705989182	1.8208721831136359	1.3814441095853747	1.7357209708400951	2.8093524131825234	1.6968363356600653	1.9415204086963325	2.9571551719618157	2.235104524643143
Clostridioides	4.444910067062118	-13.377933676134626	-13.377933676134626	5.434789155593761	-13.377933676134626	-13.377933676134626	5.817474235370106	-13.377933676134626	-13.377933676134626	-13.377933676134626	-13.377933676134626	4.891924178083154	-13.377933676134626	5.938835092374374	-13.377933676134626	6.131309020632346	6.438991759790797	-13.377933676134626	1.5361891704977566	6.9971921193228885	7.328186001976813	8.071430441511415	5.257858447434684	7.797044520085268	5.09153723198717	8.005956149666169	7.134611129496131	6.751124928106742	7.412055792854692	7.766670618076239	6.7438521687776625	-13.377933676134626	-13.377933676134626	-13.377933676134626	-13.377933676134626	5.022544360500219	-13.377933676134626	-13.377933676134626	4.126456335943583	-13.377933676134626	4.86839368067296	4.531921444051747	-13.377933676134626	5.657932706907971	-13.377933676134626	4.700256758870962	7.435172864811573	5.619360432121732	5.001925073297483	1.8238712429495374	-13.377933676134626	-13.377933676134626	-13.377933676134626	7.012652722429267	6.934351872015509	6.600891685864288	5.1010159759417135	7.5644676907284545	5.930638325170195	4.287724483539705	4.611964151725283	7.904947948747206	-13.377933676134626	6.072366484998896	-13.377933676134626	5.590868476327426	6.800604985370112	-13.377933676134626	-13.377933676134626	5.8625268993110495	-13.377933676134626	5.225068624611692	6.829493995222249	7.5125400797956905	8.144189795793844	6.950806992741954	8.643068494949883	8.559354300990721	8.193772225777765	7.0196020207224725	4.564711266874738	6.315312663609285	7.827140835507282	7.18045751762155	6.648176958854299	6.566627091890192	6.784966091485657	7.562055144323071
Clostridium sensu stricto 1	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	11.048341537705952	10.289811597883155	12.674101218625747	12.12993213880463	11.432483876345295	10.898401390415037	11.860677235531014	11.370241567468074	11.775706675576238	-7.829764053285289	11.534822589574205	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	10.19043912406995	-7.829764053285289	-7.829764053285289	11.478807948019533	-7.829764053285289	10.234241746728344	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	10.550094696146822	-7.829764053285289	9.956038418231106	-7.829764053285289	11.156230499717136	10.822028411630463	-7.829764053285289	9.723416122962353	11.823476951844924	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	10.814060241981286	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	-7.829764053285289	10.853280955134567	9.699318571383293	12.954596883020933	11.569242813460683	13.519974830953075	13.536933371975135	13.088245860453632	10.342455331368576	8.758335226918765	11.587865325558685	11.003026341493909	11.631193402322221	12.473430523163595	12.009194097640018	11.16753005497107	11.18975319175578
Collinsella	-17.06950920854127	-17.06950920854127	-17.06950920854127	-17.06950920854127	3.190132606123443	1.893495826236455	1.6211986726241534	1.6288032720093728	-17.06950920854127	-17.06950920854127	0.04183821542733135	3.009399612014626	0.11329717940947637	0.4595734161273102	4.086836903546277	3.7481573038266234	1.1527205966872556	-0.20947621285357476	-17.06950920854127	3.826869246113784	3.6929773415584206	3.281242620436661	1.533493092205048	4.435372456952693	2.976482797001484	4.78386758413262	2.632105380873158	-17.06950920854127	-17.06950920854127	2.879399392419651	2.170951366904405	2.097859482899069	3.5040958538507327	2.517442472553018	0.24250891088948245	1.6288032720093728	1.5581857047954193	3.539467482003012	2.479342626320748	3.491237698907365	0.4095629955526485	3.077503199316693	2.629323737911281	3.2027710049951654	3.4516404442830053	2.321950452569318	4.041057765885633	3.683315430646684	3.3923918642707314	-17.06950920854127	-0.20947621285357476	-17.06950920854127	2.049306257482078	1.3999616995805253	2.153173120883121	3.73809777683889	3.3740427256025356	4.369643295934574	2.7399627767295716	1.9164853444611536	2.577883826706519	3.2352062807483195	2.387908420361116	3.6725783826457272	-17.06950920854127	4.3573490668266235	3.1429310046391485	1.0086812264643177	0.3569192620672266	2.1119773644448534	-0.03512282570879721	2.0641213432672183	4.043769631954382	4.149062440513093	4.152104730660017	3.616054761221128	3.6457244567078746	3.529326550026962	4.42154735196085	5.018060971633414	2.825934544518592	3.3897910825706745	4.005820959786188	3.5822606267000694	3.2970816844664066	2.0292050781609907	3.4418002664814935	3.057736158575917
Escherichia-Shigella	-14.230576416166333	-14.230576416166333	-14.230576416166333	-14.230576416166333	4.303433013093034	6.618440626085637	4.595569435894196	7.573137738820516	3.346134257491503	4.2000546586392	3.081441703264421	7.5470014505516065	-14.230576416166333	-14.230576416166333	7.880233001300399	4.452468592253522	5.425575799171338	-14.230576416166333	-14.230576416166333	4.050842260452524	4.303433013093034	2.2929843429001506	8.887944848615431	5.657978675898345	8.565861349446319	4.602213978612864	4.452468592253522	5.8213037320016445	3.8334293838472995	3.645377152344359	-14.230576416166333	-14.230576416166333	2.9522299717844147	5.4457203652638055	4.149282333265776	-14.230576416166333	-14.230576416166333	6.541479584949509	5.402045301761144	3.6792787040200405	5.023013450721136	-14.230576416166333	5.6228050617200775	5.009884159279343	4.873201172492475	3.140282203287354	4.6786843426047025	7.638821225416163	2.4181474858541563	3.081441703264421	5.748248945832581	6.869068947993145	6.571500601204367	-14.230576416166333	4.978561688150302	1.5308442908532536	-14.230576416166333	4.955572169925603	6.359158028155554	-14.230576416166333	7.658960357922001	2.675976595156256	7.950606525572936	5.7772966312728125	-14.230576416166333	5.7118033259121255	5.275293596122	7.215880722688399	-14.230576416166333	-14.230576416166333	-14.230576416166333	2.7629879721458863	2.069840791585941	-14.230576416166333	3.1112946664141017	-14.230576416166333	4.888239049857016	3.4969571472260865	4.504915067626065	6.175235189994626	7.254429392805634	8.016133620047203	3.222520301524326	4.09579364831479	3.4561351527058317	6.3147582122874155	-14.230576416166333	3.8616002608139954
Pseudobutyrivibrio	7.939201720782172	8.014236906725086	8.4932360988794	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	9.06345644006362	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	9.885111869837486	8.88870112365298	9.50075814698306	7.912884412464798	9.07185985086	8.670570114162315	9.088457742269037	9.527641486376499	8.20056648491658	-10.220114259035785	9.369947844472897	10.132087896519794	7.738531025320022	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	7.150744360417902	9.193818257926864	-10.220114259035785	-10.220114259035785	-10.220114259035785	-10.220114259035785	7.6897408611505895	-10.220114259035785	9.292489785433894	-10.220114259035785	9.875792137888684	8.831838261758438	7.655839309474908	8.88870112365298	9.067666972599964	9.096654509473217	9.983957704474118	-10.220114259035785	-10.220114259035785	7.4455439006385475	9.02474192788293	-10.220114259035785	8.515377224756614	-10.220114259035785	9.244370537089695	9.635651010205903	9.506192942969015	9.498029632329855	8.66430050114872	9.084334025085175	9.652180312157114	8.645252306178026	6.9276008091036925	7.7062701631018005	9.020346316409892	8.883663329623024	10.167678841622497	10.063095025032842	9.532932504010915	10.084601230253806	9.498029632329855
Roseburia	2.654930937135137	2.9358097699141767	2.5381572015428056	2.4365366211993367	-18.618188910544742	2.7464043582318167	1.5323758989175902	2.185734829419123	1.6270411254586685	0.9044319121684063	0.8842970037593512	2.1346357286432127	1.7267404856817565	1.1348578525019573	2.7521801684602067	-18.618188910544742	1.108118291460058	-0.43323050011344755	0.515441641263747	4.248197244744687	3.6795092296369534	3.875782986431891	2.4536188871102116	1.971545533777145	3.2572299819978072	2.988017678594269	2.693974085587814	2.648563332407207	1.84371216226726	3.6263391479320424	4.077629006403403	1.950759566017311	-18.618188910544742	2.6681154216145933	1.72965593964188	1.2818210604947025	2.3153378518848644	2.660684692939552	-18.618188910544742	-18.618188910544742	1.1837736527039686	-18.618188910544742	3.2907839219207107	2.269743547956902	1.961206555981966	2.7299452662083192	3.220546332136201	2.5072031332443174	3.4036323732135516	-18.618188910544742	1.3132137729025652	-18.618188910544742	2.031430386233369	2.62208340924274	2.6088779352306943	3.8916563355881815	2.7901919352643487	3.4022668124387385	3.4047234807958864	2.016245712695052	4.259394002726611	3.444279679987708	2.973017397334776	3.3658080645462123	-18.618188910544742	-18.618188910544742	3.5411133794163723	1.3606364514541722	-18.618188910544742	2.2094369417259108	0.3678056424576823	2.5283819526381635	3.964339268731309	3.917129098897486	3.8556671185916516	3.827307666310891	3.4863587456980136	3.3379286902779812	3.5158199679238686	4.238533056387742	3.6091543231779424	3.5590299359953734	2.53555979748512	3.2883366891300616	2.58317272554474	3.177002949807272	4.119046177783841	3.7333365930763565
Roseibacillus	10.026731929010728	10.837662145227057	12.264621625817856	10.953555233384776	10.576212495052108	8.068987322308411	-9.617724246563753	-9.617724246563753	-9.617724246563753	-9.617724246563753	6.68269296118852	12.010973578921936	-9.617724246563753	-9.617724246563753	7.088158069296685	12.815548557738452	-9.617724246563753	9.254032116748828	-9.617724246563753	8.851746661558042	6.595681584198891	8.446281553449879	-9.617724246563753	-9.617724246563753	-9.617724246563753	-9.617724246563753	-9.617724246563753	8.567234163867543	12.02940358775313	-9.617724246563753	-9.617724246563753	12.022632002427375	8.488245752548911	7.886665765514456	6.905836512502731	8.951376502506886	11.545086012143685	12.924591919846616	-9.617724246563753	12.578930658353482	9.08058823398689	8.861225405512588	9.041973397859111	-9.617724246563753	10.591377065351152	-9.617724246563753	9.937579223579753	11.663441621534577	15.107185897315837	-9.617724246563753	-9.617724246563753	11.990960658589724	-9.617724246563753	-9.617724246563753	10.671677007752795	-9.617724246563753	8.652133607654028	9.3037317853011	-9.617724246563753	12.375863775250128	-9.617724246563753	-9.617724246563753	8.541591733254204	-9.617724246563753	-9.617724246563753	9.904896576149396	9.525662480190102	-9.617724246563753	-9.617724246563753	10.621033274934039	-9.617724246563753	11.588584833136196	-9.617724246563753	-9.617724246563753	-9.617724246563753	-9.617724246563753	-9.617724246563753	-9.617724246563753	9.439533326460163	-9.617724246563753	-9.617724246563753	-9.617724246563753	-9.617724246563753	-9.617724246563753	-9.617724246563753	9.525662480190102	-9.617724246563753	-9.617724246563753
